data_types,record_key,id,content_anonymized,emotion,label
post,post:29,29,"#cfs2319_DNTUHii mọi người. Chuyện là có mấy anh bên khoa công nghệ, ngành oto với điện tử. Con trai cua người ta khoing được thì thoii đi chứ. Ăn không được đạp đổ cho hôi à. Ăn bậy được thì đừng có nói bậy nha, cua người ta không được nói là con bé này thích tao,… ủa rồi vậy làm chi. Con trai sống sao cho người ta nể chứ đừng làm vậy nha. Thân gửi mấy anh oto điện tử ạ!!--------#Ost",Positive,2
post,post:295,295,"#cfs2268_DNTUXin chào mnE là sv năm 3 trường mình. E muốn chia sẻ câu chuyện này với mn. E có duyên với nhiều trai xinh, body ngon lắm nhưng mà ngắm thôi,k yêu được. Em có accept fb 1 anh , thỉnh thoảng anh hay đăng story khá hài hước nên thỉnh thoảng e thả haha. Bỗng 1 ngày nọ , ting ting : e hay thả haha story của anh nhỉ:))) Và từ đó chúng e nch, quen nhau, tính hài hước, mặt ưa nhìn, cao m76, body đẹp k mê hơi phí. Chúng e quen nhau, tán tỉnh cũng từ trước tết . E không phải chảnh nhưng chả bh e chủ động nhắn tin cho đối phương cả vì nghĩ ngta không bận sẽ nhắn cho mình thui. Chúng e nch thường xuyên , hỏi han nhau , ft . Bỗng một ngày a mất tích 1 tuần trời. E cũng thắc mắc, cũng nhớ đó nhưng e k nhắn tin cho anh hỏi cả. Sau 1 tuần anh nhắn hỏi : em không thấy thiếu vắng anh à? Mà sao k tự chủ động nhắn anh?  Duma anh mất tích là do anh chia tay vs ny nhưng vẫn tán tỉnh e, e như lấp đầy khoảng trống :)))E đi làm thêm nên tối rảnh anh hay hẹn đi chơi, nch mỗi khi có thể. Tối đó anh hẹn gặp e và tỏ tình làm ny anh nhé. E thì e có tình cảm với anh rồi chỉ đợi anh chủ động thôi. E đồng ý. Giai đoạn đầu yêu cũng như giai đoạn tán tình nhau thui vẫn còn e dè. Sau 1 tháng , cái nhu cầu của anh n nổi hẳn ra , anh đè e ra bằng được rồi tỏ thái độ : anh hợp ""HS"" thì mới yêu được lâu dài. Ui vãi :)) Yêu vào nó mới cái nhiều cái để nói . E thì e yêu được thì yêu tử tế không yêu được thì mời đi cho nước nó trong . -  Cái tôi của anh cao , bắt e thay đổi thế này từ ăn mặc, bắt e tập này nọ cho body mông to anh mới yêu hơn. :)))- Hôm anh đi chơi với bạn say, anh nói ra nói vô đề cập nyc : anh yêu N nhiều lắm, nhưng không hợp ""HS"" mới chia tay, chia tay bao lần nhưng vẫn quay lại với nhau. Đi đâu cũng có kỉ niệm chung :)) anh trước giờ chả phải luỵ cuộc tình nào . Vậy mà trong cuộc tình đó anh thua thật . Ối :))) e là ny nó mà n tâm sự với e về nyc ?????? wtf?? :))- Rồi bỗng một hôm ảnh bảo đi chơi với đám bạn, em cũng bảo đi chơi với bạn luôn. thế là 2 người tách nhau ra đi chơi. cuối cùng thì tình cờ em gặp ảnh đi với 1 đứa con gái, nó chính là nyc mà ảnh hay nhắc đến...E tới hỏi: ""Đây là ai hả a?"".. ảnh trả lời. a và N với quay lại với nhau :)) Thế còn em là gì???E có học qua boxing đc mấy tháng nên em đấm cho 2 phát vào mũi, chỉ thiếu chết thôi chứ mũi chảy máu ko thiếu giọt nào.Em tuyên bố từ nay gặp ở đâu là đấm ở đó.--Ủa , ac cho e hỏi yêu nhau phải hợp ""HS"" à? E đen vớ phải thằng này nhưng nhìn đẹp thì ai chả thích, sau e rút kinh nghiệm . Chị e cẩn thận xung quanh ta con trai nguy hiểm lắm. Miệng nói vậy thôi chứ n chơi bẩn lắm. Chị e học thêm vài chiêu đấm đá vào còn xử mấy thằng chơi bẩn.---------#Ost Ẩn bớt",Positive,2
post,post:301,301,"Ai cũng có 1 số đứa bạn khốn nạn, điển hình như mình, được có hơn trăm K trong túi muốn mời mấy ae đi uống cà phê. Ai ngờ tụi nó ra dẫn kèm theo bạn và chỉ gọi toàn sinh tố, nước ép. Mang tiếng mời nên thôi phải chuyển khoản cho quán thêm 3 xị 😅😅 một lũ khốn nạnnnnnnnn 😂😂😂 #Tag tên đứa bạn khốn nạn vào cho nó xem đi các m 😆",Positive,2
post,post:325,325,"Em nói em thích con trai vui tính, nhưng khi gặp chàng trai nhiều tiền thì em quên mất tui :)))#Ost",Positive,2
post,post:341,341,"#Cfs2236_DNTUMình là nam, hiện tại lỡ đang say nắng một chị đã có gia đình và lớn hơn 4 tuổi. Các bạn cho mình xin ý kiến phải làm sao bây giờ..:((--------#Ost",Neutral,1
post,post:342,342,❌❌❌Tin nóng❌❌❌- Đang tắm nắng thì ngẩng đầu lên không hiểu vì sao lại đông người xem vại 🤣🤣#Gocthugian Ẩn bớt,Neutral,1
post,post:343,343,"#Cfs2235_DNTUChào các DNTUer, mình là một chàng trai ở tỉnh lên đây học. Vì cũng sắp hết năm cuối và muốn tìm một công việc ổn định trên này rồi cưới vợ làm ăn ở đây luôn( Ông bà bảo học ở đâu thì làm ở đó cho quen với môi trường). Và quan trọng hết là giờ vẫn chưa có em người yêu nào sau 4 năm học ở đây. Nên dự định sắp tới của mình là có bạn gái, xinh xắn 1 tí, đáng yêu 1 tí. Học toán thì không cần giỏi nhưng phải biết tính mình và đặc biệt là có nhà ở Biên Hoà, vì mình ở rể cũng được. Vậy có bạn gái nào đang ế ngắn hạn hoặc ế kinh niên có nhu cầu tìm bạn trai thì chúng mình có thể cmt để tìm hiểu nhao nha :))). Mình chỉ có thân trai này thui. Mong ad đẹp trai duyệt bài ạ!----------#Ost Ẩn bớt",Positive,2
post,post:345,345,"#Cfs2233_DNTUNhờ đi ỉa mới biết được bộ mặt thật của người yêu.Chuyện là tối hôm kia mình chở bạn gái đi chơi tới 11h đêm thì mình chở bạn gái mình về tới nhà. Tạm biệt các thứ xong mình chạy về được khoảng 1 cây số thì đau bụng, nhà mình thì còn xa nên mình mới quay lại nhà n.y mình để đi vệ sinh. Lúc đó lại vô tình gặp cảnh thằng khác chởi ny mình đi. Thật cay và đau lắm các bạn ạ. Giờ mình đã chia tay rồi, Chả dám yêu con gái nữa. Đàn ông mới mang lại hạnh phúc cho nhau thôi!---------#Ost Ẩn bớt",Positive,2
post,post:347,347,"#Cfs2331_DNTUChào mọi người. Em là sinh viên năm 2, vài ngày trước em phát hiện ra bạn trai em ( năm 4) là gay. Lý do em nhận ra điều này đó là trong album ảnh của anh ấy lưu rất nhiều bạn con trai, hơn nữa trong các buổi đi chơi với em, anh ý còn hay nói về chuyện mấy anh đồng nghiệp. Mặc dù anh ý kể chuyện với em bằng 1 giọng điệu phớt lờ nhưng em vẫn nhận ra sự quan tâm đến đồng nghiệp của người yêu em.Chuyện làm em buồn nhất là anh ý lừa em tối đi liên hoan với công ty nhưng thực chất là đi uống bia với anh đồng nghiệp. Em phát hiện a ấy lưu rất nhiều ảnh và video về người ấy, hơn nữa lịch sử tìm kiếm facebook cũng là tên của người đồng nghiệp. Mọi người cho em xin lời khuyên với ạ.￼------------#Ost Ẩn bớt",Neutral,1
post,post:349,349,Mn cho tôi thấy mình không cô đơn đi. Tới giờ vẫn chưa vào đâu cả 🙄#Pug Ẩn bớt,Neutral,1
post,post:353,353,#Cfs2327_DNTUMọi người cho hỏi làm thế nào để 1 người không tự tin về ngoại hình như mình có thể cua đổ gái DNTU ạ?--------#Ost,Neutral,1
post,post:355,355,"Tăng mấy kí rồi các bạn êy :)))
#Ost",Positive,2
post,post:359,359,"#Cfs2325_DNTUChuyện là t đang bị say nắng con bạn của bồ t các m ạ, không hiểu sao mấy lần con bồ t đi chơi cùng đám bạn 4-5 đứa con gái thì t lại bị say nắng 1 đứa trong nhóm đó. T không biết ntn chứ giờ t lại thấy ny t nhạt các m ạ. Cho t lời khuyên làm sao để cản chuyện này lại đây.---------#Ost",Neutral,1
post,post:360,360,Khi các em hỏi mình học trường nào?? #bắttrend#Pug Ẩn bớt,Neutral,1
post,post:363,363,"#cfs2323DNTUXin chào mọi ngườiEm không biết bắt đầu câu chuyện từ đâu. Hôm nay em xin kể tâm sự của một chàng sinh viên năm 2.Có lẽ câu chuyện bắt đầu từ lúc em và bạn ý có chút va chạn nhỏ ở nhà xe trong trường, lúc đó em chạy xe ra khỏi chỗ để xe chuẩn bị đi về như mọi ngày, nhưng không, có 1 bạn nữ từ dưới chạy lên với 1 tốc độ không thể coi thường tông trực diện vào đít xe của em, thật sự là lúc đó em tính chửi rồi đó, nhưng mà bạn nữ đó xuống xe rồi nói xin lỗi hỏi coi xe em có bị gì không bằng 1 giọng nói miền bắc rất nhẹ nhàng và đầm ấm. Chuyện tới đây chưa hết đâu mọi người, em may mắn gặp lại bạn đó ở chỗ để đồ ở thư viện hình như lúc đó bạn mặc áo màu đen quần jean thì phải. Lúc đó em đang loay hoay mở cái tủ để đồ mãi mà k được, rồi bạn đó lại 1 lần nữa bằng giọng nói miền bắc nhẹ nhàng đó chỉ em cách sử dụng tủ, em thề là lúc đó em hơi bị quê luôn. Xong sau 2 lần tình cờ gặp vậy em vẫn chưa biết tên bạn nữ giọng bắc đó. Em có để ý hình như trên cổ tay không nhớ là trái hay phải bạn đó có xăm hình cái hộp hay cái máy ảnh gì đó. Em viết cái cfs này mà bạn ý có đọc được thì cho mình làm quen nha mình bị mê cái giọng nói của bạn rồi. Mong ad đăng bài sớm sớm.Em xin cảm ơn!____________#Pug Ẩn bớt",Positive,2
post,post:368,368,Một năm trôi qua bạn đã làm được những gì?HAPPY NEW YEAR! #chucmungnammoi2021#Pug Ẩn bớt,Neutral,1
post,post:371,371,"Cho tui thấy những cánh tay lướt fb cả buổi tối đây, để tui thấy mình không cô đơn đi. 🙄#Pug",Neutral,1
post,post:373,373,"Đã có lịch nghỉ Tết, mọi người lưu ý lịch nghỉ Tết và học online sau Tết. Ps/ một cái Tết  ấm nhưng không no 🙄#Pug Ẩn bớt",Neutral,1
post,post:374,374,Anh biết dạo này thời tiết hơi lạnh.Nhưng mong em đừng vì đó mà nắm nhầm tay ai.#Pug,Neutral,1
post,post:376,376,Chủ nhân của chiếc ex chai tơ đề nghị ai lấy ốc đít xe thì trả lại bạn ấy gấp nha! 4 con sao không lấy luôn đi còn để lại 1 con :((#Ost,Neutral,1
post,post:378,378,"#Cfs2174_DNTUHiện tại e là nam đang học năm nhất khoa QT ạ, e cũng khá ngon zai nên e muốn tìm mấy chị chưa có bồ để cua ạ, vậy chị nào đang ế lâu năm, ế triền miên thì chấm dưới tus em thêm bạn và foodboiz là biệt danh của e ạ.------#Ost",Neutral,1
post,post:380,380,"#Cfs2712_DNTUMình buồn bữa giờ, vì đã kết thúc với ny mình. hiện tại mình có đi làm thêm và đủ trang trải cuộc sống và lo lắng cho cả bạn trai mình, không biết hắn lừa mình lâu chưa nhưng tới hôm trước có vay tiền mình nói là trả nợ cho ba ở nhà với số tiền là 6 triệu đồng. Mình có dành dụm được 1 ít nên vì ba của Ny nên cũng chẳng suy nghĩ gì nên đưa luôn. vậy mà hôm sau mình thấy 1 sự thật quá phũ phàng. hắn ta đưa con bé kia đi mua đồ ở bên đường 4 cũ. lúc đó mình đang đi làm về và nhìn thấy biển số xe hắn. mình đã chụp lại cảnh đó và xong mọi chuyện luôn. nghĩ lại tình cảm mình bỏ ra chả xứng đáng với hắn. nhưng thôi cũng chả tiếc gì cái loại đó. biết trước còn hơn sau. giờ chỉ muốn mấy bạn nữ trường mình lập kèo thì rủ mình đi nhậu cho đỡ chán thôi.----------#Ost Ẩn bớt",Negative,0
post,post:382,382,"#Cfs2711_DNTUChào các thành viên DNTU ạ, e là nữ Quản Trị ạ. Hôm qua e và lũ bạn cùng phòng có đọc cái tus của ad đăng không yêu trai DNTU là điều nuối tiếc nhất thời sinh viên. Nhưng e và lũ bạn   Không đồng ý ạ. Phòng em 4 đứa nhưng hết 3 đứa mọc sừng bởi trai DNTU rồi ạ. Chúng em không biết có duyên thiên định với nhau hay sao ý, đều bị đá và đều là trai trường. Nên e cũng chỉ xin phép nói ngắn gọn thế thui ạ. Mong ad duyệt bài-------#Ost",Neutral,1
post,post:383,383,"Phiên chợ tình anh rình mò mua thính,Thính đây rồi sao chưa dính anh ơi :)) (Inbox có ngay info :v)-------#Ost #goodnight Ẩn bớt",Positive,2
post,post:384,384,Không yêu được trai DNTU là điều đáng tiếc nhất thời sinh viên của các bạn nữ!!#Ost,Neutral,1
post,post:385,385,"CÓ THỂ BẠN CHƯA BIẾTCứ mùa này, tỉ lệ mọc sừng và trùng người yêu của trường vẫn có diễn biến tăng nhanh!#AnhcopyBuzzDNTU#Ost Ẩn bớt",Neutral,1
post,post:386,386,#Cfs2710_DNTUXin chào mọi người e là sv năm 3 rồi nhưng vẫn có thắc mắc là hình như trai DNTU ít mà còn chảnh hả mọi người chứ đã trải qua 2 mùa Nai tại trường rồi e rồi vẫn ko tìm đc bến đỗ nào. Gặp được trai đã khó đúng gu mình chắc được một vài lần rồi mất công mò mãi mới được tìm info thì người ta ko thèm accept 😔😔. Có ai muốn ăn sống ăn gỏi gì các anh trai đâu ạ sao các anh khó gần thế huhu 😢. sắp noel rồi Mọi người cho e xin tips kiếm ny vớii ~--------#Ost Ẩn bớt,Neutral,1
post,post:387,387,Định cho crush ăn kẹo mút nhưng bị con bạn kéo lại =))#Ost,Neutral,1
post,post:388,388,Mình thấy các bạn nữ trường mình suốt ngày kêu ế rồi kêu không thấy trai DNTU tánNhưng khi con trai DNTU gửi lời mời kết bạn và muốn nói chuyện thì lại ko đồng ý?Nghĩ có chán không? 😊------#Ost,Negative,0
post,post:390,390,"#cfs2308_DNTUXin chào Admin và Tất cả Mọi Người đang đọc Confession này.Cảm ơn Ad đã duyệt bài của mình, để mình được gửi lời cảm ơn chân thành nhất tới 1 bạn nam mà mình không quen biết.Chuyện là khoảng tầm  4h chiều nay (03/12/2020) khi mình đang ngồi bên hông thư viện thì 1 bạn nam đi từ phía sau, hất tay vào vai mình và nói ""Cho bạn chai nước này"" ( mình k nhớ rõ câu chữ nhưng ý là vậy).Mình đã từ chối ( vì mình không cần và cũng không nhận đồ của người lạ) nhưng bạn ấy vẫn để lại chai nước và chạy mất tiêu nên  mình không kịp cảm ơn.Và theo nguyên tắc từ xưa của mình  là đồ trai lạ cho hay tặng sẽ share một ít cho bạn, nên khi về mình đã cho cô bạn thân của mình  chai nước ấy mất gòi (vừa hay cô ấy đang trong mùa 🍓)( mong bạn mình sẽ thấy khá hơn . #Y )Qua Confession này mình  mong bạn nam tên gì ấy cho mình gửi lời cảm ơn nha.  Tấm lòng của bạn mình xin nhận.Cảm ơn những ai đã đọc hết Cfs này. _______________#Pug Ẩn bớt",Positive,2
post,post:391,391,"#Cfs2307_DNTUChào các bạn. T là nữ  Xin phép được xưng tChuyện là t mới bị đá vô lí vcl. Hôm qua t bắt gặp thằng bồ t cùng đi với 1 con bé trong trường tên N đang đi trên xe máy ôm ấp các thứ. T chạy tới bắt được tận tay thằng bồ t thì mặt không còn giọt máu và con kia thì không hiểu chuyện gì. T là người văn minh nên không đứng giữa đường mà cãi nhau hay giải thích các kiểu đâu. Tối qua t mới gặp và hỏi tại sao lại làm vậy với t, éo nói gì nó chỉ bảo chia tay luôn. T chả khóc lóc gì đâu, chỉ bảo 1 câu cút. Nhưng hôm qua tới giờ vẫn ấm ức.hơn nưax mấy bạn gái như mình nên tìm hiểu trước khi được trai trường mình cua, kẻo lại thành con giáp 13 rồi trùng ny nhau.---------#Ost Ẩn bớt",Neutral,1
post,post:4,4,"#Cfs2238_DNTUEm chào Anh chị Dntu ạ, em là nữ Sv năm nhất khoa QT. Tình cờ là sáng nay e đi ở trong khuôn viên trường mình thì bắt gặp 1 Anh không biết là khoa nào và năm mấy trông rất đẹp trai, thì đúng Gu của em nên em hơi hồi hộp muốn qua bắt chuyện và nhìn rất lâu, em có cố tình đi nhanh tới để đi sát tìm cơ hội và em có chào: ""Anh ơi, A học khoa nào z ạ"" thì anh trả lời 1 câu: ""Biến dùm em"". E đang hơi hoang mang là Con trai trường mình khó tính vậy ạ, hay anh đó có Ny rồi ạ. Sáng nay a ấy mặc áo trắng và quần tím ạ. #Ost Ẩn bớt",Negative,0
post,post:404,404,"🌟🌟[GÓC HỖ TRỢ TRUYỀN THÔNG]🌟🌟👏👏VIEWING PARTY CKTG 2020 hosted by Win Win Coffee 💥💥📣Chỉ còn vài ngày nữa sẽ diễn ra trận chung kết của Chung kết Thế giới 2020, nơi có sự góp mặt của SofM - Niềm tự hào của LOL Việt Nam. 🔥Để tiếp lửa cho SOFM, một đại tiệc cùng xem cùng hò hét Viewing Party được tổ chức ấm cúng và sôi nỗi tại Win Win coffee, Trảng Dài đó nha các bạn. ⭕️Với màn hình LED 400 INCH, không gian thoáng mát, sức chứa hơn 100 người và menu nước uống vô cùng đa dạng, Win Win coffee hứa hẹn mang đến cho các bạn một đêm CKTG cùng SOFM vô cùng tuyệt vời. 🎊🎊Ngoài ra, Win Win coffee ủng hộ giảm 10% giá nước uống trên mỗi sp.🎊🎊🎁🎁ĐẶC BIỆT: cuối trận đấu sẽ có chương trình vô cùng hấp dẫn BỐC THĂM MAY MẮN: 6 Card Garena mỗi card trị giá 50k dành cho 6 bạn có hóa đơn may mắn đc chọn ngẫu nhiên.🎁🎁🎁⏰#THỜI_GIAN: 17h00, Ngày 31/10/2020⏰ ______________#Pug Ẩn bớt",Positive,2
post,post:419,419,"TẶNG NGAY 𝟐𝟎𝟎𝐊 vào tài khoản cho #HỘI_VIÊN_NỮ cũ & mới trong tháng 10 này 😮😮- Thời gian áp dụng: Từ 01/10 đến hết 15/10 tại 𝐆𝐒𝐂 𝐃𝐍𝐓𝐔- Đối tượng áp dụng: Hội viên nữ từ 16 Tuổi trở lên( Nếu trường hợp cần thiết phải có CMND kèm theo để xác minh )Ad và GSC luôn trân trọng và trông ngóng các ""Bóng Hồng"" lui tới GSC, và tháng 10 này cũng là dịp để Ad bày tỏ lòng thành của mình. Với món quà trên thị Chị em có thể tha hồ Chơi & Học tại GSC thoải mái cả tháng luôn nha khỏi nghĩ ngợi._____𝐆𝐒𝐂 𝐆𝐚𝐦𝐢𝐧𝐠 𝐂𝐞𝐧𝐭𝐞𝐫_______📍 Địa chỉ 14/L5 KDC Phú Gia 2, Phường Trảng Dài - TP.Biên Hòa ( Phía sau Milano Coffe, Hẻm sát bên Đại Học Công Nghệ Đồng Nai DNTU )📍 Bản đồ GMap: https://g.page/gsc-gaming-dntu-958?share🌐 FanPage: https://www.facebook.com/GSC.GAMING.DNTU/🕗 Giờ hoạt động: 08:00 - 22:00, hằng ngày☎️ Hotline: 0933.403.784📍 Website: http://gscnet.vn/ ⏭ CHECK IN TẠI:  𝑮𝑺𝑪 GAMING SOLUTION CENTER._____________#Pug Ẩn bớt",Neutral,1
post,post:426,426,"#cfs_2280_DNTUhôm thứ 7, ngày 26/7 tiet 789. nhóm em có nhặt đc 1 cái lắc từ chỗ gửi xe vào trường. em nhờ ad đăng tìm giúp bạn bị mất ạ.____________#Pug Ẩn bớt",Neutral,1
post,post:428,428,"#cfs2279_DNTUEm đã là sinh viên năm tư rồi mà chưa bao giờ gặp trường hợp như trường hợp này. Em đang theo học một lớp mà có những e sinh viên năm 2,3 gì đấy học chung với tụi em. Nhóm đã quyết định làm một sản phẩm đấy rồi thì bây giờ chỉ cần việc thực hiện và làm pp,  W để báo cáo thầy cô, mà mấy e ý lại cứ phớt lờ em hk thèm để ý đến ý kiến của e đưa ra mà cứ đinh ninh là phải theo mấy ẻm là tách nhóm và tất cả thành viên đều hùa theo, rời khỏi nhóm. Trong khi tụi e chưa ns là không làm mà mấy em ý lại đùng đùng dẫy lên như là tụi em bắt mấy ẻm ôm bài hết. khi đã trình bày ý kiến cho thầy là đã quyết định sp đó rồi thì bây giờ chia bài ra làm để nộp thầy cô mà mấy em ấy cứ bắt tụi e nêu ý kiến gì đó ( tụi e không thể hiểu đc đó là phải nêu ý kiến gì) xong rồi out ra hết hk ns một lời. #QTKDNhờ ad duyệt hộ e với ạ_____________#Pug Ẩn bớt",Neutral,1
post,post:429,429,"#Cfs2278_DNTUChào mọi người. Em hiện nay đang là sv năm nhất ạ.Hôm nay cho em xin đuợc bày tỏ nỗi lòng của mình một chút ạ :(( Chẳng hạn là vào một buổi trưa mùa thu nắng vàng cháy da e có cùng vài người bạn đi đến dntu trường mình để đăng kí thi một kì thi . Chúng e bước chân vào TTTHNN và bộ phận tuyển sinh, chúng e kh biết bắt đầu đăng ký từ đâu nên có hơi một chút bỡ ngỡ ( ngáo ngơ :> ) . Bản thân e có hỏi một vài anh/chị và thầy/cô để biết nơi đăng ký . Đến đây thì e xin tiết lộ là bản thân e có sờ sợ và hơi e ngại một chút vs việc tiếp xúc với chị/cô ( e không rõ ) vì bản thân đã từng bị kêu là hiền ( hèn nhát ) . Hôm nay lại một lần nữa có cơ hội đến TTTHNN và bộ phận tuyển sinh, khi đã làm xong các thủ tục đăng ký bọn e có vào 1lan nữa để xin đky huỷ hp thì đến lúc này chị ấy đã lên tiếng, bảo chúng e đã đi vòng vòng 5,6 lần và kéo cả ""Bầy"" đi trong khi bọn e chưa hỏi và thắc mắc gì từ chị/cô mà lớn tiếng vs bọn e, dường như chị/cô có cái nhìn ác ý và rất thái độ. Sau khi xong và ra bên ngoài trường bản thân e và các bạn cảm thấy hụt hẫng và có một chúc buồn rầu(bực mình) vì niềm tin và hy vọng vào dntu của chúng e cũng gần như bị giảm sút :(( . Hôm nay quả là một ngày tồi tệ, e đã giành một chút tgian để suy nghĩ xem về bản thân đã làm điều gì khiến cho chị/cô có cái nhìn xấu về mình . Nhưng có lẽ kh tìm ra, khoảng thgian sắp tới là 3,4 năm liệu e có còn phải bước chân đến trg và mắc bao nhiêu tình huống như thế kh biết phải làm thế nào mong mng giúp đỡ :((--------#Ost Ẩn bớt",Negative,0
post,post:430,430,"#Cfs2277_DNTUEm xin bày tỏ nỗi lòng mình như sau. Là sinh viên năm 3, tuy là năm 3 vậy thôi chứ tầm hồn của e như những bạn năm nhất vừa bỡ ngỡ vào trường. Chuyện là sáng nay e vừa tới chỗ quẹt thẻ trong trường thì gặp một anh đi chiếc AB màu đen. Nhìn từ sau vóc dáng lưng của anh là e đã u mê a mất rồi. Chiện không như ý muốn xui thay e bị kẹt phía sau do sáng nay trường khá đông nên đã lạc mất bóng a. Mà cũng trời xui khiến sao mà cho e để xe đối diện a, chắc là do ý trời rồi a nhỉ? Nhìn từ xa a là e đã biết a thơm như mùi sầu riêng vườn nhà e rồi. Nếu e nhớ không lầm thì a đeo mắt kính đen đội nón lưỡi chai đen có một ít hình xăm mấy con chim én bé bé xinh xinh trên cổ tay trái. Nếu a có đọc được cfs này thì a hãy cmt để cho e biết nhé. Nhìn a thơm mùi sầu riêng vậy chắc chắn là a sẽ có bạn gái rồi. Nhưng k sao e sẽ rình rình rồi hốt múi sầu riêng chót ạ. Chàng Hoàng Tử Sầu Riêng của e. Vâng e xin cảm ơn mọi ng vì đã đọc cfs này của e ạ-------#Ost Ẩn bớt",Positive,2
post,post:433,433,"#cfs2275_DNTUXin chào các bạn. Mình xin phép đc giấu tên và bày tỏ 1 chút về cuộc sống của mình. Cách đây 4 năm mình là sv năm 4  khoa CNTT của trường. Lúc ấy mình còn ra trường trễ hơn các bạn cùng khóa do phải trả nợ môn. Lúc đó mình vừa đi làm vừa đi học trả nợ môn. Do mình học hơi kém nên làm việc luôn ở công ty thực tập với mức lương chưa đc 10tr. Mình nỗ lực thêm bằng cách tối đi học thêm ngoại ngữ. Sau 2 năm làm việc cấp trên thấy mình nhiệt huyết nên đã đề xuất tăng lương cho mình. (được hơn tháng sau thì mình lấy được bằng TOEIC). Sau 4 tháng kể từ khi lấy bằng TOEIC thì sếp nói sắp tới mình sẽ đi công tác ở công ty mẹ bên Mỹ 6 tháng, ôi nghe được tin mình vui như nhặt được vợ luôn ấy. Về nhà mình hớn hở khoe với bố mẹ như ngày xưa được học sinh giỏi luôn. Cũng may là mình chịu khó học ngoại ngữ nên cũng không gặp khó khăn lắm khi thích nghi với môi trường mới. Thời gian 6 tháng cũng trôi qua chỉ còn vỏn vẹn 1 tuần nữa là mình kết thúc chuyến công tác. Cũng như mọi ngày mình đi làm về nhà tắm rửa ăn uống rồi đi ngủ( vì mình hay dậy sớm đi tập thể dục nên ngủ sớm) thì bất chợt messenger có cuộc gọi từ sếp của mình, sếp nói : ""sáng nay a nghe công ty bên đó phản ánh về e, họ bảo e làm việc rất tốt nên họ muốn giữ e ở lại làm việc bên đó"" thoạt nghe mình nửa vui nửa buồn , phần vì nhớ nhà. Sau đó sếp nói thêm "" họ đề xuất mức lương mới của e là 5000$"".  Chời ơi nghe tới đây mình như bị sốc luôn, mình gặng hỏi lại sếp tận 3-4 lần. Sếp vẫn nói là 5000$. Các bạn cứ thử nghĩ đến cái cảm giác sung sướng nhất cuộc đời của các bạn thì mình lúc ấy là như vậy đó, không thể tả được. 1 tuần sau mình vẫn phải về theo lịch trình công tác để làm thủ tục bên VN rồi lại bay qua Mỹ, mình nhân dịp này về thăm gia đình cũng như lên trường gặp Thầy Cô cũ để báo tin vui. Nhưng oái ăm thay đại dịch Covid-19 nên mình không thể bay về nước được. Cuối cùng khi mọi thứ dần ổn định mình được phép ra sân bay về nước, vào lúc 5:15 AM ngày  10-9-2020 máy bay chính thức hạ cánh tại sân bay Tân Sơn Nhất. Ngồi trên xe taxi trên đường về nhà thì lòng mình háo hức biết bao chỉ THIẾU 1 CHÚT NỮA THÔI  là mình đã có thể cho Thầy Cô thấy mình đã cố gắng và thành đạt đến mức nào thì mẹ gọi mình dậy đi học. Hy vọng qua giấc mơ có thật của mình giúp các bạn đã và đang học tại trường có thêm động lực để phấn đấu trong cuộc sống cũng như học tập để sớm đạt được ước mơ và thành công.Tiện thể nhắc mọi người tuy tình hình dịch tạm ổn nhưng cũng đừng quên việc tránh tiếp xúc gần cũng như đeo khẩu trang và rửa tay trước và sau khi đến trường nhé.#confessionDNTU ad duyệt hộ em ạ. ______________#Pug Ẩn bớt",Positive,2
post,post:441,441,"#cfs2268_DNTUHi các bạn... :))Hiện tại mình là sinh viên đầu năm tư, học ngành ĐIỆN. Sau đây mình sẽ nói một câu chuyện hơi nhãm của mình và chắc cũng có nhiều bạn cùng cảnh ngộ dí mình. Mới học được 3 năm, vừa bước sang năm tư thì được nhà trường cho đi thực tập hẳn một năm. Cũng vui vì đi thực tập mà lại có xiền, có được thói quen dạy sớm, đặt biệt là được làm công nhân sớm hơn các bạn học đh giống mình :)). Nhưng buồn nhiều hơn vui, tại không còn được đi vòng vòng trong sân trường, bay nhảy, lạng lách qua những bãi phân chim, phân gà, phân nai như trước nữa, điều buồn hơn là mình vẫn muốn đi học, muốn đến trường đến lớp để còn tìm người êu và ngắm nhìn các bạn nữ dễ thương trường mình (vì mình còn trẻ mà). Nếu thầy cô có đọc được story này thì thầy cô cân nhắc cho tụi em với, MỘT NĂM THỰC TẬP LÀ QUÁ DÀI, là mất một cả năm tuổi trẻ của tụi em rồi.——————#Pug Ẩn bớt",Positive,2
post,post:442,442,"#Cfs2267_DNTUChào ac ạ, e đang có nguyện vọng muốn trở thành sv trường mình khoá tiếp theo.Vậy em mong nhà trường và anh chị tạo điều kiện cho em có bạn gái ạ. E xin hết--------#Ost",Neutral,1
