id,content_anonymized,GPT5.5_Medium,label
13896,[NAME] rút kinh nghiệm lần đầu tiên hẹn hò tránh xa món bún riêu với bún đậu mắm tôm ra nge hôn.,1,
13897,"Mắm tôm t ăn với nước mắm k àk, nên yên tâm",1,
13899,[NAME] um mà phải nhớ là ăn với nước mắm chua ngọt ak nha kkkk,1,
13900,"[NAME], ngta chưa thử mờ",1,
13901,[NAME] kkkk hoa cũng chưa lm bao giờ nek,1,
13903,[NAME] chắc phải dụ được một a nào r mới thử đc chứ,1,
13904,"Có rùi, cần gì phải dụ nữa😉😉",1,
13905,"[NAME] Phạm  Hoàng Nam mắm tôm! T cứ tưởng........................
Miệng dưới",1,
13906,hư quá nha thiện. dưới là thum thủm mùi khác thôi 😂,1,
13908,"Hoàng [NAME] vậy là sếp Nam đc hôn hít dưới rồi nên biết đc mùi "" thum thủm"" kaka",1,
13909,Phu Hoang Tran nhảm lol quá...,1,
13911,[NAME] ở đây chỉ có [NAME] thôi nhé,1,
13912,[NAME] đéo bao giờ chịu lớn,1,
13913,[NAME] thì tui là lính mà. Bạn gốc lớn nên lớn lên làm SẾP kaka,1,
13914,Nghe ns trog cmt này có 2 sếp,1,
13916,ít ra cũng còn hạnh phúc hơn tui.Chưa biết hun môi là gì!!!,2,
13917,Tuần nao cũng ngồi ngoài hiên oggy mà ch thấy dc ai hôn nhau :))),1,
13918,[NAME] đọc đi ông 😂 mai mốt pt đường dẫn bồ đi choi,1,
13921,Ôi đcm cứ như viết truyện sex :)))),1,
13923,đọc ngôn lù ít thui a à ~~,1,
13924,[NAME] má haha =)) t cười ỉa!,1,
13925,[NAME] m biết nên tag ai vào t đấy.. 😂😂,1,
13926,Haha t vừa đọc xong định gửi cho m luôn,1,
13927,Bảo Trang phòng mình đứa nào chưa coa nụ hôn đầu m nhỉ.. 😂😂,1,
13929,[NAME] má ơi đọc mà cười nôn ruột😆,1,
13931,[NAME] cười điên luôn em :)),1,
13932,🙂 t khôg nó vị nụ hôn đầu đời ra sao 🙂,1,
13934,toàn yêu với đương :)),1,
13935,"Lỗi là tại thằng bán mắm  , cho hơi nhiều mắm ...",1,
13937,Nụ hôn đầu đời của tao... À t chưa có 😔,1,
13939,"Hôn lén lút mới vui, cảm giác ấy con đâu  ☺",1,
13941,Phải chi dc tag anh ấy vào==,1,
13942,Hảo [NAME] m viết à :))),1,
13944,"[NAME] nghi m lắm :)))
Quốc Cường",1,
13946,[NAME] mày viết stt này à :)),1,
13948,[NAME] haha tưởng bạn tui nay có bồ ra mắt r chứ,1,
13950,[NAME] có phải là m ko =))),1,
13952,Chứ còn ai vào đây nữa :))),1,
13955,[NAME] còn đéo có mắm tôm mà húp =)))),1,
13956,t cũng ước dì có ai để t dắ đi ăn bún đậu mắm tôm,1,
13957,t dắt m đi đc.. nhưng mà qua Orgy thì t nghĩ nên thôi ở nhà :)))),1,
13958,Thiêm [NAME]  tao đọc tới cái oggy tao tưởng nó dô 72 thế tuyệt kỹ r chứ,1,
13959,""""" Tự dưng đang nắm tay, em ấy quay ra ôm , tựa đầu vào ngực, dẩu môi ngước mắt lên nhìn """" xạo lol đó đừng có tin nha 😂😂😂",0,
13960,[NAME] nói nhỏ thôi 3 =)))),1,
13961,oang oang hết cả lên :))) nó đấm sml bây giờ,0,
13962,chắc là t tin chuyện này có thật,1,
13964,Mai mốt có ny phải rủ đi ăn mới được kkk,1,
13965,[NAME] chó nó yêu 😂,1,
13969,[NAME] đm hôn là khoái cm r còn bày đặt chê mồm mắm tôm,1,
13970,Thanh's [NAME] vô học hỏi c kkkkk,1,
13971,[NAME] mắm tôm thì mắm cá v kkkkk,1,
13972,[NAME] Anh haha,1,
13973,Đứa nào đó? M hay cẻng v?,1,
13975,Ko lẽ cẻng? Teo là teo mà quen ai teo đã khai với ae rồi,1,
13977,Ừ đúng rồi. Mình dắt tay nhau về chuồng thôi,1,
13978,Ngọc Hải Phúc Thiên Vũ =))),1,
13980,[NAME] là ko ăn mặn đc r :)) khẩu vị nhạt quá :)),1,
13981,[NAME],1,
13982,[NAME] cmt cái gift kia đi :)))),1,
13983,Không cho cmt gift :》,1,
13988,Ngọt ngào và lãng mạn💗,1,
13990,[NAME] nô nô,1,
13992,[NAME] :)₫₫,1,
13993,Má tình yêu mùi mắm tôm,1,
13994,Bảo Trần dễ thương vl 😂😂,1,
13996,có ng để hôn còn kêu cl :v,1,
13998,Thy mỹ đừng ăn bún đậu nữa nhá,0,
13999,"T thiết nghĩ m đừng ăn mắm tôm, t lo cho bồ m lắm",0,
14000,[NAME] khi nào có bồ t bỏ luôn bún đậu 🙂,1,
14001,có vụ hiếp dâm con zai không ad??? để e còn biết lối chuẩn bị tinh thần trước,1,
14002,"Đứa nào icon haha đứa đó bị hấp diêm.
#Ost",1,
14003,Xin lỗi mọi người nha . tại thằng bạn nó thua độ đá banh với xa người yêu lâu ngày quá nên làm bậy mọi người thông cảm cho nó ạ . tội nó lắm [NAME] vô xin lỗi mọi người đi kìa 🙁,1,
14004,"Xin lỗi các bạn, thằng bạn mình nó fa lâu ngày nên mới vậy😓 lần sau chừa nha mạy Thái Đặng",1,
14005,"Tính mở dịch vụ cho thuê ng dẫn về, có shark nào hỗ trợ vốn thì inb e 🙃🙃",1,
14006,"Nhất là con trai nên chú ý nhé , dạo này mấy bà [NAME] hay lẩn quẩn trường mình lắm =))))",1,
14007,Được hiếp dâm kìa mày Trương Ngọc Toàn  .tối siêng siêng lượn quanh trường đi biết đâu gặp may. :)),1,
14008,Như Huỳnh Uyên Kim hiếp dâm kìa sướng nhé 🙂,1,
14009,thủ phạm là đây ae chu ys  Nguyễn Quốc Trung ... nó hay làm mấy trò này lắm,1,
14010,Sao k có vụ này sớm nhỉ 😑 zh hem có đi học sao gặp ta [NAME],1,
14011,"Ôi zời,  loại con gái này bạn tiếc làm gì, l** của dân chúng thì cứ để dân chúng xài,  sớm muộn gì bạn cũng gặp lại cô ta ở amata hoặc cây xăng 26 thôi.  Đọc mà bức xúc hà!!!
#Ost",1,
14013,Tran [NAME] đi lên trên vĩnh cửu đó :)),1,
14014,Phải ns là gần cty ống cống Hùng Vương ad nhé 😂😂,1,
14017,[NAME] haha con md. [NAME] nó lun cho r kkkk,1,
14018,"Con gái vậy tiếc làm gì nhỉ.... con trai gì yếu đuối vcl... bạn hãy đi từ trường ra cầu săn máu, gẹo phai, chạy thẳng mãi tới cây cầu dài dài... nhảy nhảy nhảy.... haha",1,
14019,Bạn có thể  viết ngắn gọn trong vòng 1 câu mà.... đâu cần kể lể khổ sở..... ngắn gọn xúc tích... trong 6 năm k thể làm e nó sung sướng khoái lạc trong dục vọng của bản thân..khi chịu hết nổi e đã dứt áo ra đi kiếm tìm 1 bạn chịch đúng nghĩa.....,1,
14020,"Tóm tắt: 2sv sắp ra trường yêu nhau 6nam, tương lai mù mịt dự định cưới nhau thì cô gái có bạn chịch mới rồi dứt áo ra đi. Đơn giản vì bạn chịch mới giàu.",1,
14021,[NAME] phải bạn mới giàu nhé,1,
14022,[NAME] ko lẽ cô gái ấy cho ***** ko,1,
14023,Hay ngắn gọn súc tích. :))),1,
14024,"Người phụ nữ khi yêu sẽ rất thật lòng, nhưng nếu người đàn ông không biết tạo ra những điều mới mẻ, những bất ngờ thú vị thì bản thân họ sẽ tự bị rơi vào cám dỗ từ một người đàn ông khác.Đừng đau buồn làm gì, cũng đừng thù hận, chỉ khiến bản thân mình khổ sở.Hãy tìm cho mình những niềm vui mới từ bạn bè bằng những cuộc nhậu, những chuyến đi đó đây,hãy làm những thứ mà trước đây bạn muốn làm hoặc có sở thích về nó, rồi một ngày nào đó bạn sẽ dần quên đi tất cả, và sau đó hãy bắt đầu lại với một người con gái khác, và phải với một diện mạo tình yêu mới nhé 🙂",2,
14025,"yêu thật lòng mà bị cám dỗ thì khác éo gì thầy tu thèm thịt :v , phải biết vị trí của mình chỗ nào chứ",1,
14026,"[NAME]  không thật lòng thì cô kia đã chẳng ở bên cậu kia tới tận 6 năm , chắc có thể yêu quá lâu không có gì tiến triển nên mới xảy ra chuyện nv",2,
14027,"[NAME] đã hứa hẹn 1 tương lai về chung 1 nhà, qua lại 2 bên gđ rùi mà, sv mới ra trường còn chật vật cơm áo gạo tiền là đương nhiên, haizzz ko lẽ “tiền anh k nuôi đủ tình em” :(((",1,
14028,"[NAME]   lòng người thay đổi theo thời gian và điều kiện mà, có thể ngày hôm đó yêu nhau họ hứa với nhau thật lòng, nhưng thời gian sau khi những tổn thương cứ gây ra cho nhau thì con người sẽ tự buông thôi, chúng ta không nên trách bạn nữ này, vì thời gian cô ấy dành cho cậu kia đâu phải là ngắn hạn, cứ để họ hạnh phúc thì mai sau mình sẽ có hạnh phúc khác thôi",1,
14029,Bạn cứ nghĩ vậy nè : [NAME] sau khi ct nói sẽ phải trả giá đúng thật vài năm sau tôi phải trả giá với cô ta ở Amata 🤣,1,
14031,[NAME] nghiêm dữ dằg ta!!!!,1,
14032,"Đối tốt vs bản thân trc r tính cn kế típ nha bạn 🙂
Sống thật nhìu qá là cái tội 🙂
Giữ cái đầu lạnh đi bạn 🙂",1,
14033,Những người không ra gì thì thường gặp những chàng trai tốt 🙂🙂,1,
14034,[NAME] là ngư ngư k ra gì à😂😂😁😁😁,1,
14037,Thoi ban oi!nguoi ta muon di..thi cho ho di!hết nợ rồi.. Niu nhau lam gi cho thêm khổ.,1,
14038,"nếu bác có tâm thì share thông tin cho mình ăn với, mình sẽ trả thù giùm bạn :3",1,
14040,"Tình chỉ đẹp khi quần chưa cởi 🤗
Theo tiếng gọi của con trym 😜",1,
14041,"Neji Trần yêu 6 năm quen chưa đầy tháng ịch cmnr, mày tính hộ tao chúng nó ịch từ năm lớp mấy v 😂",1,
14042,"Dài dòng miên man lang bang
Có cái gì ko tình yêu mà chịch
Phụ nữ chỉ chịch được khi yêu thôi nhé
[NAME]",1,
14043,Ai bảo bá mà ko có cái gì ko tình yêu mà ko được chịch....em đag đứng ở khu cầu sập đây..vẫy vẫy..hahahahah,0,
14044,"[NAME] chịch free thì phải có tình, còn ko là phải có tiền",1,
14045,[NAME]? Chủ tus ơi share link nyc bác ra đây cho bọn con trai tụi tui biết mà né nào =)),1,
14046,"vs con đấy lúc đầu bạn cũng chỉ là bạn ***** thôi, tương lai còn phía trc mắc cái mớ gì phải níu kéo 1 con phò",1,
14047,"Mà thớt dốt vc. sao không giả bộ là chưa biết , tranh thủ nện nát người nó rồi bỏ sau :v chán thế k biết",1,
14048,"Người tốt cứ sống tốt
Sống sai mốt gặp người méo ra gì =)))  lại bị bỏ rơi  ahihi
Cứ bu theo mấy em này làm tốn tgian.. yêu mà có tiền bạc  thì đường nào củm rách thoi =))",2,
14049,"Nói tóm lại là bn gái này dâm thích chịch ,yêu xa nữa nên chịu ko nổi ,quen đến 6 năm cũng đủ chán roi bn àk",1,
14050,"[NAME] từ khi nào trở thành nơi bàn tàn chuyên yêu đương vậy trời, mấy cái cần thiết thì không đăng chán ông ad quá.",1,
14051,"[NAME] snghi di P ơi. [NAME] dêz dàg đánh mất ty 6nam vay dc
Thư Minh
Khuyên nó di m",1,
14052,[NAME]. vcl. [NAME] gì mà kêu t suy nghĩ mẹ,1,
14053,Cái sai của bạn là nhận lời yêu của một người vừa chia tay :)),0,
14054,"Thực dụng m àh 🙂
Dell rich thì thui e đi đây 🙃",1,
14059,Có tiền thì chẳng mua được nhân cách con người : )))) 🙄,1,
14060,cái cúng thì cúng ăn thì ăn! bạn tiếc rẻ gì người bạn gái như thế!! mạnh mẽ lên chàng troai,1,
14062,[NAME] lêu cái đồ bị chịch rồi bớt kìa lêu lêu,1,
14063,[NAME] wtf man 🙄🙄🙄,1,
14065,Thiên An thằng lol này chắc luôn hahaha,1,
14066,Sao biết hay dậy :))),1,
14067,haha nói cho vui. ml ế 2 mấy năm r lấy đâu ra sừng mà cắm haha,1,
14068,Thằng lol này cái gì cũng biết 😂😂,1,
14069,Địt mẹ m mất giá đọc đc cmt của mình tim nha mấy cậu oto nha moa moa 😘😘,1,
14070,Đồng cảm tui cũng khá giống ông,1,
14071,[NAME] thế giới này nguy hiểm quá chú =))))),1,
14072,Cgai nham hiểm quá 😒😒,1,
14073,[NAME] may ghê em con trai =)))),1,
14074,=)))) này đủ tuổi lên phường ký tên liền cho a nha,1,
14075,[NAME] câu chuyện này quen vãi,1,
14077,[NAME] từng nghe bét phen cũ cể,1,
14079,Rãnh ở nhà ngồi đọc. [NAME],1,
14080,Đã xem :)) nhưng đọc cmt vui hơn,1,
14082,Tóm tắt nhanh gọn: yêu nhau 6 năm xong ct tìm bạn chịch mới :)),1,
14083,k làm e sung sướng nên ct. :v,1,
14084,Người ta đâu có yêu mình có thương gì mình?,1,
14085,Cho xin cái tóm tắt đi chứ dài quá :)),1,
14086,bạn đã ăn chưa? ăn rồi thì để thằng khác ăn với chứ kk,1,
14089,[NAME] là nơi bày tỏ tình cảm đó m,1,
14090,Kkk t nghĩ đây là nơi than vãn tình cảm,1,
14091,[NAME] bày tỏ lun di t share :))),1,
14092,[NAME] có ai đéo mà bày kkk,1,
14095,Cmn đời. [NAME]. 6 năm nghe sao mà ngắn thế mệ,1,
14096,[NAME] cần tuyển k t tuyển hộ m nha,1,
14099,Thấp thoáng bóng dáng tôi trong bài viết,1,
14100,Thiện [NAME] giúp bạn 1 vé kìa,1,
14101,Nuôi mập mu để cho thg khác đ*t!,1,
14102,[NAME] là thg số 1 hay thg số 3 v Tuấn Kiệt 🤓,1,
14104,Xanh Lá dài 3 tỷ trang :v,1,
14106,Xa em anh phải trả giá,1,
14107,[NAME] t thấy quen quen,1,
14108,"đôi khi đâu cần văn quá anh =)).thựn
tế thì tốt hơn haha",1,
14109,tâm sự của #Lộc. [NAME],1,
14111,Mệt mỏi vcl của ai viết v,0,
14112,Hèn chi mấy nay thấy lộc buồn,1,
14113,"Chuyên thì
[NAME] là số 3
Lộc là số 1
:)))",1,
14114,"t ko chuyên văn nha, sao t lại thấy hình ảnh của [NAME] trong bài này nhỉ :))",1,
14115,"[NAME] An hông giống số nào hết trơn
Ko tiền :((",1,
14116,[NAME] Chipi  Hương [NAME] chừg chỉ có trog phim,1,
14117,Thì phim lấy từ thực tế mà ra mà. 🤣🤣🤣,1,
14120,"[NAME] đừng dế dàng bỏ rơi ty 6nam như v chứ, hạ có lẽ dag khuyên lùn",0,
14121,[NAME]  chính xác 🤣🤣🤣,1,
14124,à vl bác cho anh em xin cái mặt chứ sau này lỡ quen trúng em này thì khổ anh em,1,
14125,Dieu NguyenNgọc MyHồng NgọcThu Trịnh,1,
14131,"bạn có 1 sn rất thông minh và sáng suôt. ( cùng quan điểm)
# đừng trách e nó v chứ. sn xem s trai trường mình hầu như cứ than ế nv.????  ( k vơ đũa ok) đâu phải tự nhiên, 1 số a lm gì nói gì nghĩ lại xem nó thật sự rất đáng khinh đấy. 🙂",0,
14132,"thật sự đáng quan ngại cho cmt này, quá thâm sâu :)) nhiều anh đọc được hơi nhột đấy",1,
14133,haha k nhột thì mặt trây quá r a nhỉ.,1,
14135,"[NAME] xàm hết sức luôn đó cưng, hmm chuỵ là chuỵ hong có thích nv đâu.. bỏ bỏ bỏ đi nha hơm, uhmm :))",0,
14137,[NAME] cưng không hiểu chỗ nào để chế gthich cho,1,
14138,trách j. ko có lữa sao có khói đúng ko Nguyễn Quốc Hải,1,
14139,"[NAME] đúng v rồi, phải làm sao mà thành ra nv, =))",1,
14140,[NAME] nói ra thì con gái trường chắc còn ko bằng con trai,1,
14141,"[NAME] kkk k bằng có nhiều hướng lắm, TA muốn nói hướng nào",1,
14142,thích hiểu theo hướng nào thì nghĩ thôi. :v :v :v,1,
14144,kkk. khó quá thì bỏ qua đi. nghỉ nhiều chi cho nhức đầu,1,
14145,"Không hiểu 20% cho lắm ý sao , khoa công nghệ cơ khí chuẩn men 100% k phải ai cg như ai đừng vơ đũa cả nắm nhé",1,
14147,nói 20% mà k có suy nghĩ ... con ng có cái miệng để nói nhưng đâu phải thích nói gì là nói đâu ... 😑😑😑,1,
14148,Quốc Chinh [NAME] chắc tại e nó chưa biết lớp xd thoi,1,
14149,C cũng yêu cùng trg này. Có s đâu e🙂 e xàm quá,1,
14150,[NAME]  chắc m là trường hợp ngoại lệ nhỉ,1,
14151,m ngây thơ ww nè ahyhy,1,
14152,Nói túm lại là con thầy vợ bạn gái cơ quan trai cùng trường thì dẹp hết,1,
14154,"Thùy Linh
may mắn chưa 🤣",1,
14155,Quen ngoài trường cũng thế thôi :))))),1,
14156,xàm lồn ko có j vui chúng ta ko nên xàm lz 😊,0,
14158,Khi tình yêu chỉ là trải nghiệm của cô ấy :)),1,
14159,"Chắc e nó  vớ ngay đứa gay r
=))",1,
14160,[NAME] :)) nếu v thì cô ấy là bia r :v,1,
14161,Yêu cùng trường... 😌😌😌,1,
14162,Trai gần trường cũng nhiều mà kkk,1,
14163,Sv thì như nhau cả thôi :>,1,
14165,tội cho 1 thế hệ..chả biết mặt mũi ntn mà nói chuyện khiếp thế,1,
14166,Thật là nhảm nhí mà :3,1,
14169,"Thế giới có 2 loại đàn ông:
1 là hướng 6:00
2 là hướng 12:00",1,
14171,[NAME] T chắc 6h...a hi hi...😁😁😁,1,
14172,Chấm chấm vơ đũa cả nắm 👏👏,1,
14173,Thiênn [NAME] chuyện gì vậy,1,
14176,"thiệt sự hông hiểu. Trong khi trường mình thiếu gì chỗ hẹn hò đâu hỷ =)))))
Nhiệt liệt đề cử thư viện =))))",1,
14177,bậy rồi e. ad mà bắt đc là dìm đấy nhá =)),1,
14178,"Em đề cử thế thôi ad ạ. Em làm gì có người yêu, em còn sợ ế đây này =)))))))",1,
14179,[NAME] Ra toco là hết ế e eey.,1,
14181,[NAME] ơ thật ạ? Em nghĩ vào đọc sách xong kiếm chỗ kín kín tí ngồi với nhau được mà =))))),1,
14182,[NAME] ngồi vs nhau thì chỗ nào cũng dc nha k cần phải kín :3,1,
14183,Nếu còn sợ ế thì nhiệt liệt đề cử bạn đến vs mình :))))),1,
14184,"Cướp người yêu nó r dẫn thằng đấy đến phòng mỗi ngày
#Ost",1,
14186,Gặp phòng tôi là cấm trai vào phòng với mọi hình thức nha. Chứ ba mẹ ở nhà thì còng lưng ra làm lo cho ăn với học suốt ngày yêu với đương.😀😀😀,1,
14187,Giải pháp tốt nhất là họp phòng nói thẳng nếu k chịu thì báo thầy cô vì nội quy ở đây là k cho phép trai vào phòng nếu ở ktx. còn riêng ở ngoài trọ thì chuyển trọ xin ở ghép.,1,
14188,Đốt nhà.... thêm mắm muối vào cho chúng nó mau chia tay 🤣🤣🤣🤣😄😄,0,
14189,Coi như bạn bè thôi. Giền ạk . Muốn đụ nó mà hông đc nên ghét hay gì,1,
14190,Đã từng giống bạn . [NAME] đồng cảm với bạn :))),1,
14193,Ở với bà chứ gì kkk,1,
14194,"Trường Nguyễn  ở như tui chứ k phải ở vs tui, ok!
tui thà bỏ tiền triệu để thuê riêng tư còn hơn chỉ mất vài trăm 1 tháng mà mệt cả ng",1,
14195,Kiếm thêm thằng bồ nữa r chung vui vs con bạn :)))),1,
14196,"quay lại , khi nào tụi nó cắm sừng nhau lôi ra xem lại",1,
14200,Đến khuya kéo nhau đi đâu nhọ :v,1,
14201,Hỏi nó xem nó đi học hay đi đ*t vậy 🤔,1,
14206,[NAME] Trần Anh Huy Toàn Tửng mấy bạn cũng v nhé ở ktx đừng nói chuyện đêm khuya vs nữ nha,0,
14209,[NAME].. tao có bồ đâu.,1,
14210,Hân Thái Nguyễn Hoàng Tuyết Sương Hoàng Nhi Nguyễn Phươngg Nam mấy bạn nghĩ s,1,
14212,Năm rồi cũng có vụ này. Quá qen cơ mà phòng ai có bồ thì đi đâu đi nhá toàn fa mà kéo vào tát cho sml,0,
14213,[NAME] hahahaha,1,
14214,Nguyễn Hoàng Nhi m đuổi nó đi,1,
14219,Tuấn Kiệt Lê MT Hiếu 😂,1,
14221,Cay vl m ạ. [NAME] t chỉ muốn giết tụi nó cho rảnh nợ 😋,1,
14222,Hớn ha hớn hở đi hiến và đã bị loại từ vòng gửi xe 😌,1,
14224,[NAME] - [NAME] mới hết bệnh 3 tháng bác sĩ bảo ở nhà nghỉ ngơi cho lại sức năm sau hiến con nhé 😂,1,
14225,[NAME] Nhìn quen quen...giống cô bé đo huyết áp cho mình ghê...,1,
14226,Từ Quang Vũ sai quá sai. Cũng đi hiến như ai mà sao đo huyết áp đc. Cơ mà về nhà r 😂😂,1,
14228,[NAME] một pha thả thính dạo bất thành...😁😁😁,1,
14229,A hiến phần e luôn đi sau vô e bù lại cho nha :v,1,
14230,"Hàng xóm nhà e có hiến ko a hiến trước cho hsau vô bù cho a.
#ost",1,
14231,[NAME] - [NAME] haha sợ a ko đủ máu thôi,1,
14234,"A hiến rồi,  đc 1 đống kẹo bánh với 50k",1,
14235,"[NAME] - [NAME] haha e cũng hiến r, hiến máu vui ơi là vui",1,
14236,"Có j vui đâu,  a xẹt cái 5 phút xong.",1,
14237,"E hiến có tí xíu à, mà mấy đứa kia vừa xỉu mà vừa lâu.",1,
14238,Đi hiến toàn bị ngta đuổi về thôi Ad,1,
14239,Chương trình hiến máu sẽ tổ chức đợt 2 dự Kiến tháng 12/2018 nữa nhé. Ai muốn tham gia thì đăng ký trên trang hoạt động Cộng đồng dntu.edu.vn nhé. Thân chào và cảm ơn các bạn đã quan tâm các hoạt động ý nghĩa này.,2,
14240,Đợt 1 chai có buổi sáng nay 23/8/2018 thôi nha các bạn. Các bạn hiến sẽ cứu được mang người đây là nghĩa cử cao đẹp và cũng là thực hiện được công tác xã hội mà bạn đang gặp. Cảm ơn amin và các bạn đã quan tâm đến chương trình.,2,
14241,[NAME] cũng đi mấy mùa hiến máu rồi mà bác cứ bảo tao thiếu máu dư mỡ thôi 😭😭😭,1,
14242,Lỡ làn này rùi. [NAME] đi k,1,
14243,Để T dưỡng máu đã kkk,1,
14244,Đợt trước cứ lần nào t đi hiến máu thì lại k hiến được tại trước đó tiêm vắc xin mẹ gì á quên rùiii,1,
14245,"[NAME] mai đi đăng ki thi bằng lái xe nha
Đi xe máy năm mà chưa có bằng 😭😭",1,
14247,[NAME] đa nhưng ngta lại đuổi về,1,
14248,[NAME] siêng cmt dạo quá haaaa,1,
14250,[NAME]...  Trước khi hiến phai kiểm tra đủ diều kiện mới được hiến nha. Lô tri SIDA Đi nha.,1,
14251,[NAME] mắc đi học kh có thời gian đi trị sida lun á thầy,1,
14252,Người như cón mắm khô thì lấy máu đâu ra hả a 😂,1,
14253,Ăn uống kham khổ quá thiếu chất ngta hông cho hiến =))))),1,
14256,[NAME] quá hk cho hiến về r nà 🙁,1,
14258,[NAME] ko cho hiến thì có :v,1,
14259,:))) tao làm gì mà sida có thằng [NAME] mới giống sida nè,1,
14260,Giống k có nghĩa là sida. K giống k có nghĩa là k sida,1,
14261,[NAME] có thấy thằng mập nào sida k 😑 có thằng ốm mới sida thôi,1,
14262,"[NAME] khác với nghiện. [NAME] là do quá trình hút chích nên mới ốm dần. Sida m đj chịch gái bị dính, nếu lạc quan yêu đời ăn ún đầy đủ vẫn mập đc cho đến khi giai đoạn nặng hơn r chết . [NAME] gầy từ nhỏ h này chưa chết chứng tỏ k sida. [NAME] có thể mới hqua bị sida hnay hiến máu xét nghiệm dương tính thì vẫn mập bth thôi 😌😌",1,
14263,[NAME] quá người ta không cho hiến,1,
14264,Đi làm rui sao hiến đây ta ...con đợt nào nua ko admin,1,
14265,hay tụt huyết áp đc hiến ko ad :)),1,
14266,Hiến máu đc qua 2 môn á :)),1,
14268,[NAME] đi đại ca Tuấn Kiệt,1,
14270,"[NAME], [NAME], [NAME] xin hiến mà có bgio cho đâu😒",1,
14275,[NAME] lên hiến kia m,1,
14276,[NAME] :))),1,
14278,ad ghi sai nguồn oy. nguồn là #minhnhu nha ad,1,
14280,"C ấy ko pk dang vừa . Chị bún sao mà thằng to con ko bắt đk , pk chăn đay là môn võ công đã thất truyền",1,
14281,Về đi . Mày ns cái gì z ?,1,
14282,[NAME]@lê [NAME]@trần đi ra ngoài cận thận nha mấy đứa,1,
14284,TG này nguy hiểm quá...,1,
14285,phải nói là chủ thớt khoẻ vãi nồi. nó như con trâu vậy mà k lm j đc thớt ah,1,
14286,Đi mình bị híp mất r sợ vỡ lòng 😶😶😶,1,
14287,sao mấy chị ko như mấy anh nhỉ ;)),1,
14288,Chính là thằng bữa gặp ở tiểu học Hà Huy Giáp,1,
14289,Trần thư đừng dụ t đi chơi nữa nha mài,0,
14290,[NAME] yên tâm ik bn. [NAME] vs t sợ j kkkko,1,
14291,Bỏ đi bn đoạn tớ về có 1 mình nha bn,1,
14292,[NAME] t sẽ sắm cho m cái kéo kkkkk,1,
14294,[NAME] lên phòng y t có cái kéo ko sử dụng nè,1,
14297,Ko lo học mà lo đi chơi anh gọi cho cha mẹ biết thì phiền lắm nhé,1,
14298,[NAME] chơi trong ktx ak anh kkk,1,
14299,Con trai như em đi 1 mình có sao hông nhỉ 😂😂😂,1,
14300,Gặp ai chứ gặp m nó chạy hết r.,1,
14302,Đăng Đạt má 🙂 coi bị hiếp nha,1,
14303,[NAME]  tối t ra thì m dẫn t dìa nha,1,
14304,[NAME]. Gặp biến thái chụy bẽ hết bảo vệ cưng 😂,1,
14306,Có tao hổ báo cáo chồn trường mẫu giáo mà sợ gì,1,
14307,[NAME] vô nhận công lao😂,1,
14308,tiệu hồi #minhnhu :))),1,
14310,Cho bạn này 1 chữ: [NAME],1,
14311,[NAME] cẩn thận hoạt động kín kín vô nha.[NAME] để bị bắt nha 🤣🤣,1,
14312,Phùng Mai Ngọc Hoàng [NAME],1,
14313,Nông Thanh Hội m có ngày nhá con 😃,1,
14315,ai pk dc nó hiếp m mấy hồi,1,
14316,Chắc từ giờ ko ra ngoài nữa 😂😂,1,
14317,haha m ko ra thì ăn khôgn khí à,1,
14320,Xin thông tin bé này 😃,1,
14321,[NAME] like bự cho chị này :)),1,
14322,cẩn thận nha m [NAME],1,
14323,[NAME]. Sao mấy thể loại như này nó ko chết hết đi nhỉ.,1,
14324,Đaimyô Phạm má ám ảnh luôn,1,
14326,[NAME] Thanh Huyen Nguyen Phạm Ngân Kiều Oanh Trần Huỳnh Nguyễn Thị Tuyết Ngân hộ giá t đi học nha các m 😆😆,1,
14327,[NAME] có cho thì nó cũng không thèm 🙂,1,
14328,êu.. của hiếm nha m. 😆,1,
14329,[NAME] chị dâu là phải hộ giá rồi,1,
14330,Mình con là bảo kê được m rồi :))),1,
14332,[NAME] là sao m :)),1,
14333,[NAME] thiếu chữ Oanh :))),1,
14334,[NAME] tới bến luôn kkkk,1,
14335,"[NAME], Khánh Linh, Thương Nguyễn, Phan Lê Li Na, Loan Loan, [NAME] các b may mắn",1,
14337,nhớ có bị v kêu đồng đội chạy về gọi phụ huynh nghe,1,
14339,[NAME] 1 mình,1,
14341,Cẩn thận vẫn hơn :))),1,
14342,Vậy mai m đi bảo vệ t đi :v,1,
14343,[NAME] sẽ bảo vệ m thứ 3 :v,1,
14345,[NAME] Vo Nguyễn Hồng Phượng Thương Thương 1 thời,1,
14347,Chắc cái thằng hồi xưa chứ đâu chiếc xe đờ rim huyền thoại kìa,1,
14348,Gặp Hằng là xác định nó rồi,1,
14349,[NAME] gặp mi thì xong đời nhà nó rồi,1,
14351,"Tướng mập mập, tóc bù xù nhìn mặt ngu ngu cũng hơi giống t á, nhưng t nhìn kỹ thì đẹp trai má ơi còn tk này nhìn kỹ xấu chó má ơi 😂",0,
14353,A mập ne Tra Mi Tran oi,1,
14355,[NAME] đi đg cẩn thận đấy,1,
14356,"[NAME], Nguyễn Thị Thanh Phương, Hiền KiDo Cẩn thận nha",1,
