id,content_anonymized,GPT5.5_Medium,label
10943,"[NAME] là mấy bạn hiểu rồi nhe, tự tag mình thì ngại quá, haha",1,
10944,"Điển Nhật
Thành Đạt
[NAME] Tài à quên tml này ko ế, 2 bạn trên thôiiii",1,
10945,Tag tên mình vào thì hơi kì thôi thì tag m [NAME],1,
10946,[NAME] sao ko tag a :)),1,
10947,Lưu Xuân Thắng a thì có nhung vs duyên chờ rồi 😂,1,
10948,[NAME] a ko có ai chờ mô 😅😅,1,
10949,[NAME] kệ nhà a,1,
10951,[NAME] kệ lêu lêu,1,
10952,Ước gì Huyền tag xong [NAME] có ny 😅😅😅,1,
10953,Khánh Huyền ấy sao tự dưng hiện tên a nhỉ :)) mất mịa chức năng bluan bằng page r,1,
10954,[NAME] có a lưu xuân thắng kìa my,1,
10955,[NAME] nó chờ ng iu lâu lắm rồi đấy,1,
10957,Vào để add mấy đứa đc tag,1,
10958,Thoa [NAME] đi cùng dự k 😁😁😁,1,
10959,ngồi trong toa lét mà còn chụp được hình thê mà,1,
10960,[NAME] vụ gì nữa đây,1,
10961,ước gì có ai tag mình dô 🙁,1,
10963,[NAME] :))) kiếm ny thoi cậu,1,
10964,[NAME] cũng kiếm đi,1,
10965,[NAME] biết kiếm đâu giờ :v,1,
10966,[NAME] m lo kiếm ny đi nha,1,
10968,[NAME] uk dang kiếm nè,1,
10970,[NAME] lo kiếm ng iu đi nhá,1,
10971,N Nam Truong cô đơn 18 năm rồi,0,
10975,[NAME] mong chờ ngày đi học chỉ để chụp vs cây thông :))),1,
10976,[NAME] đứa nào hốt dùm thằng này cái nó ế lắm r 😌,1,
10977,[NAME] sale thằng bạn này 90%.. ai hốt lẹ dùm nha.. free tận nơi toàn trường DnTu,1,
10978,[NAME] bạn này xinh gái đảm đag chug thuỷ lắm =))),1,
10979,[NAME] đm. Ở đâu bay vô cfs trng ngta vạiii =)))),1,
10980,[NAME] t đag pr m mà m dm này dm nọ là làm sao 😔😔,1,
10981,[NAME] có cần m pr k. [NAME] làm v là mất giá t đấy. Bik k :((((,1,
10982,ơ pr mới có giá chứ bt làm j có =))),1,
10983,[NAME] mé. Giận r. [NAME] đi coi fim nữa,1,
10984,[NAME] kiếm đi em. [NAME] thì kiếm cho anh luôn,1,
10985,[NAME]  chỉ là ế thôi mà 🤣🤣🤣🤣,1,
10986,[NAME]  k sao k sao.. v kiem cho e thôi .kkkk,1,
10987,[NAME] a có gái làng rồi còn kiếm làm gì.kiếm cho e đây này 😂😂😂,1,
10988,[NAME]  gái làng nó cứ chào chú ngại quạ..😊😊,1,
10989,[NAME] t vs m cũng nên kiếm chứ,1,
10990,[NAME] nhá lên lịch thôi 😂😂😂,1,
10991,[NAME] để t cho bạn áo hoa fb m dùm nha 😂😂,1,
10995,Ước. [NAME] có ai tag mk dô 😁😁,1,
10996,Các bạn nghĩ sao về Quân Nguyễn :))),1,
10997,Nhân Đức Nguyễn quỳ =))),1,
10999,[NAME] trường t nè kkk,1,
11001,[NAME] lên phơi sáng di,1,
11003,[NAME] thằng này nè 🙂,1,
11004,[NAME] Triều Thảo tr mình hả 2 đứa,1,
11005,Cẩm Nhung  em thấy cũng bình thường 😂,1,
11006,[NAME] cần lắm ng chụp hình có tâm kaka,1,
11007,"Cẩm Nhung em có máy, mà định chụp đẹp hơn em :v",1,
11008,Đạt Nguyễn Danh Phạm Minh Hoàng Đình Đạt Trần Khánh Dư Nguyễn Quang Huy sale 99%,1,
11009,Thế thì mất giá quá man,1,
11010,[NAME] Là Tui Minh Anh Thư Nguyễn Đào Như Trúc Yến Nhii Nguyễn Thị Bích Trâm,1,
11011,Ừa 1 phòng được tag luôn,1,
11012,[NAME]..phòng sống lỗi quá mà,1,
11014,[NAME] cô đơn qá😆😆😆,1,
11015,Xốpp Ánhh em muốn có ny...  😉😉,1,
11016,Thanh Kiên  [NAME] Thị Mỹ Duyên  tag nhẹ  vậy Thoii 😆😁,1,
11018,Tang nát cái fb dell thoát nổi ế ! buồn,1,
11020,[NAME] tag vô Vũ Ánh Linh tag vô,1,
11021,[NAME] để linh tang hai bạn,1,
11022,Xù [NAME] ad hốt hai bạn e nè,1,
11024,[NAME]  haha à G nữa,1,
11025,[NAME] giang bon chen hông,1,
11026,[NAME] lại bị rao bán,1,
11027,[NAME] đang giúp hại bạn thoát ế nha,1,
11028,[NAME] cảm ơn tấm lòng bồ tát của linh,2,
11029,[NAME]  sắp noel ùi đó,1,
11031,[NAME] Thắng Nguyễn Đình Nhu =)),1,
11032,"E ế vl này, a có e gái hay chị gái gì ko giới thiệu e 🤕",1,
11034,[NAME] hạha có ai không ? thần dân dntu có nghe không ..hỡi 500 anh em hốt giùm nhỏ này giúp e với .😭😭😭,1,
11035,[NAME]  có ai ở đâyy khôngg em cô đơn quá 🧜🏻‍♀️🧜🏻‍♀️🧜🏻‍♀️🧜🏻‍♀️🧜🏻‍♀️,0,
11036,Yến Nhi Nguyễn Su Su =))))),1,
11037,[NAME] có cl :)),1,
11039,Trang Huỳnh k làm mối nào đc tử tế =))),1,
11040,[NAME] còn k có lấy đâu ra tử tế cho m kkk,1,
11042,Hải Yến con ế tag con có bồ :))),1,
11043,Nhật Trường Tym l :))),1,
11045,Hải Yến  Trường là thứ xa xỉ mình kh nên đua đòi,1,
11046,[NAME] Đụng tới trường là cm hết nha😌,1,
11047,Na Huỳnh  sợ chết moẹ luôn đây này,1,
11053,[NAME] Thảo Trang 😂😂,1,
11056,Giờ tới đó chắc kịp á,1,
11057,Thui qa zalo kiếm bồ đi kkk,1,
11058,Cái đó là bạn tri kỷ cũa m lun á,1,
11060,mày ế hả có cần tao kiếm e nào k,1,
11061,Má tính rủ đi chơi mà nói câu chí quá :((,1,
11063,[NAME],1,
11064,[NAME]  đi chụp hình giáng sinh thoii,1,
11066,[NAME] ko ế.. t đag giúp m thoát ế đó,1,
11067,[NAME]   hãy giúp thắm thoát khỏi cảnh ế,1,
11075,[NAME],1,
11076,[NAME] trời ơi tin đc hơm? Cho chưa chắc đã có ai lấy chứ ở đó mà 91% 😂,1,
11078,Nhanh tay còn chậm tay là hết 😂,1,
11079,[NAME] sell 99% cho ai cần gấp,1,
11081,[NAME]  đi tán trai đi,1,
11082,[NAME]..  Ngủ thôi...,1,
11086,[NAME],1,
11090,Giờ mới thấy luôn á :))),1,
11095,rang kiem đi nha :))) con đi dalat trip,1,
11096,[NAME]: hình như nó tag lộn t thành m rồi :))),1,
11097,Đâu nó tag m ở trên kìa,1,
11099,"Đã là thân thì cái gì sai thì nên nói ra đi bạn... Nói ra để hiểu nhau hơn chứ bạn đừng nghĩ là mất đi tình bạn, sống chung, ăn chung thì nên ăn nói dứt khoát. Vậy thôi 😊😊",0,
11100,"Mới năm nhất sao lại chơi với nhau được 3 năm nhỉ?. Mà cảm thấy không hợp thì không thân nữa, vậy thôi. [NAME] 1 mình còn hơn là chơi giả tạo kiểu xã giao, à mà cả 2 đều có ny rồi thì còn sợ gì 1 mình hỉ",1,
11101,[NAME] chơi từ hồi cấp 3,1,
11102,"Tình bạn phải cũng nhau trải qua sóng gió mới bên chặt, k thì sau một thời gian cũng là người dưng hết.",1,
11103,"bởi v mới ns chơi vs nhau là 1 chuyện, còn về chung một nhà là 1 chuyện khác, chơi vs nhau họ ai cũng chỉ phô ta 1 phần tính cách của mk, còn ở chung  tính cách của mỗi ng đều đc thể hiện tất cả và rõ  ràng nhất, cho nên ms thấy có nhiều điểm k tương đồng....",1,
11104,"Lời khuyên, đã chơi thânvthì ko ở cùng. Mà tốt nhất là 1mình 1phòng cho đỡ nhức đầu.",1,
11105,"NGHỈ CHƠI [NAME].. BẠN 8 [NAME] 3 CÁI [NAME] 3 NĂM =))) [NAME]: [NAME], VÌ [NAME] RA 100% CHO DÙ CÓ HỢP NHAU Ở PHƯƠNG DIỆN NÀO THÌ KHI Ở CHUNG BAO NHIU CÁI XẤU NÓ LÒI RA HẾT",1,
11106,"[NAME] bạn cùng phòng ko phải bạn thân, bạn thân sẽ không ở cùng phòng :))",1,
11107,[NAME] ns j v tr lâm sân si nha,1,
11109,[NAME] chuẩn luôn anh kk,1,
11110,K nên ở chung vs bạn thân🤣🤣🤣,0,
11111,Nên giữ tình bạn..nên ơ riêng ra,1,
11112,Ngọc  Hạnh [NAME]  mai đi thuê phòng trọ :))),1,
11113,[NAME] Yen m có v với t ko 😂😂😂😂,1,
11114,[NAME]  để t ráng nhịn m 😡😡,1,
11115,Thư Bún kinh nghiệm nè :))),1,
11116,Hà Thảo lý do vì s t k ở với m là v,1,
11117,[NAME] cách chụp ảnh ảnh hưởng lắm đến tb nha m 🤣🤣🤣,1,
11119,🙂 may quá mình ở một mình huhu,1,
11121,Bạn thân ư? Chơi chung ko nên ở chung Trương Đạt Đào Ngọc Tâm [NAME],0,
11126,[NAME] đk đi,1,
11127,[NAME] thuaa,1,
11128,[NAME] t đk cho m nha :)),1,
11130,[NAME] [NAME] m thi k,1,
11133,[NAME] hahha chơi thì chơi à,1,
11136,Minh ThưMinh NguyệtLê Hồng HânLê Vy,1,
11137,Tờ Dương tui xin đăng đó nha,1,
11138,"Thay mặt Trường ANQT Queen, cảm ơn Thư :)))",2,
11139,kkkk Bao thư trà sữa là được,1,
11142,"S b k tìm mình sớm hơn 😑
Thật ra mình sắp gồng hết nổi rồi. Đọc dc cfs của bạn đã cho mình thêm động lực sống thật với giới tính. [NAME] lại đây ôm nhau cùng kết bạn nào baby",1,
11145,"[NAME] Chè [NAME] :))) hoàng thích điều này :)), . Hoàng tìm bạn tới phòng riêng giao lưu",1,
11146,[NAME] cfs này của m à :))),1,
11149,Mình cũng vậy nè. Mấy bạn muốn làm bạn với mình thì cmt. Mình sẽ chọn ra một bạn may mắn nhất để làm bạn mình nè :))) Thảo Đặng,1,
11150,[NAME]  chọn ra nữa chứ haha,1,
11151,"[NAME] phụ tao tuyển bạn đi mày, ^^",1,
11152,[NAME]  các bạn cứ ib bạn này nha kkkk,1,
11153,[NAME] ok. Phải thật may mắn mới đc mình chọn nhé 😗,1,
11154,"Bạn phải chơi với mấy bạn men thì mới hết tính đó đc nhé. Ví dụ như Đi đá bong đánh bong chuyền Đi, bạn sẽ có rất nhiều chiến hữa nhé kkk",1,
11155,[NAME] chị em chung 1 nhà đông vui kkkk,1,
11156,"[NAME]
đây ! bạn này cũng gay nè kb làm quen đi nó cũng đang cô đơn lắm",0,
11157,"chủ cmt mày đẹp trai , cao thoáng mát , vui tính yêu đời và cũng rất yêu màu hường nha chủ tus",2,
11158,"Thêm bạn thêm vui !!!
ib cái cho có thêm bạn nào",1,
11159,[NAME] ủa z là bà hả bà nội,1,
11160,E add a này nha [NAME] ảnh chuyên nói chuyện với mấy bạn nam e đừng ngại,0,
11161,[NAME] dmm lol sucvat này,1,
11162,Kết bạn đi nào =))))) s tội vậy chời,1,
11163,[NAME]  kb với tôi đi bạn ơi :))),1,
11164,Gay ko có gì là xấu nha . [NAME] đã công nhận 👧👧,1,
11165,Gay k có gì là xấu nha. À mình là hủ đây,1,
11166,Hình như chúng ta đã từng :)) là cái gì của nhau,1,
11167,[NAME] mình phải hòa đồng k đc xa lánh bạn nghe chửa,1,
11168,Kết bạn vs Hồng Nhung tính tình vui vẻ có thể nói chuyện từ sáng tới tối,1,
11169,[NAME] hay là m :)),1,
11170,"Ta hủ nèk
Hãy về vòng tay của ta
😆😆😆",1,
11171,Nếu e là con gái có lẽ e đã ko phải đăng status này,1,
11172,"[NAME] phải hủ, cơ mà ko kì thị có được ko? 🙂",1,
11173,Tâm sự của một thanh niên đang cần thông cúc :v,1,
11175,Biết bắn pubg ko em !,1,
11176,Minh Thu chị em ta cùng là siêu hủ ^^,1,
11177,Có j bạn ib bé thụ này nhe... cubgx than vãn ko có bạn [NAME],1,
11178,Add em đi. Em hủ đây.,1,
11179,San [NAME] kìa vào làm quen kìa ko ờ lon suốt thôi :v,1,
11180,Mẫn Mẫn  bạn ấy đang tìm hủ nha teo nghĩ mày là hợp nhất :))))),1,
11181,"Chào bạn, mình cũng là gay nè,😔😔😔",1,
11182,"Vâng, hôm nay mình đã biết bạn gay",1,
11183,[NAME] xuỵt xuỵt nóu nhỏ,1,
11184,Cả làng biết rồi nha nha nha,1,
11185,Bạn muốn đụ tui hay gì :v,1,
11186,[NAME] tránh xa bạn này ra nha :v,1,
11187,Nói chuyện lồn gì mà đụ đụ ... mất vệ sinh an toàn tp 😊,1,
11189,[NAME] [NAME]  m bỏ t thì có á,1,
11190,[NAME]  nta hoàn cảnh giống t m hiểu không,1,
11191,"[NAME]  đm, không có việc gì đell bao giờ thấy mặt m",1,
11192,[NAME]  là đell bao giờ được bạn tam thiếu rủ đi chơi,1,
11193,[NAME] trước đó chắc có đell 😌,1,
11194,[NAME]  có đell đâu,1,
11196,[NAME]. Thích nam nam a~~,1,
11197,[NAME] ui. Có j mô. Vẫn thích bt nha,1,
11198,Nguyen [NAME] có nên gth a NNA cho bạn này ko kkk,1,
11199,[NAME]   Là ai dạ :))),1,
11200,Nguyen Hai Phuc a chàg cao to đẹp zaii body 6 cục chuyên tiếg anh giỏi tiếg nhật,1,
11201,[NAME] à à . Được đó .. a ấy bị khoá nick rồi hay sao á,1,
11202,[NAME] tag để hóng thôi chứ chả có gì :))),1,
11205,Biết li do r còn chia sẻ lm mẹ j,1,
11206,[NAME] có gì thì nói thẳng ra. Giấu ae chi vậy :)),1,
11209,Mình làm bạn gay với nhau nào 😆,1,
11210,[NAME] đây chị ơi giao lưu nhé,1,
11211,Nhàn Nguyễn bạn này củng là gay củng muốn tìm bạn nè,1,
11212,Mình bị bay mất cái quần shịp superman ai lượm được cho mình xin lại nha =))),1,
11214,[NAME] bạn có lụm đc thì trả mình nha,1,
11215,[NAME] gắt d bạn :))) quần đó có chủ mới r tìm chi nữa,1,
11216,Này đã là gì. 12h đêm năm nhất t còn thấy 5.6 cái quần chíp nam rơi lả tả từ tầng 4 xuống.kkk. sáng ra k còn 1 cái,1,
11217,Bữa có bạn hỏi. Chắc bạn đó. Mong bạn  nhận hàng.,1,
11218,Ngọc Hương hương ghi đó hả?? :)),1,
11219,"[NAME] không phải tui. Mà bữa có bạn nữ lầu trên xuống gõ cửa hỏi ( nguyên văn)  : ""chị ơi, chị có thấy cái quần đùi nò rơi xuống đây không chị?"" 😂😂",1,
11220,Ngọc Hương cứ tưởng quần đùi của bạn nam nào chứ  :))),1,
11221,"[NAME] xời. Quần nam rớt xuống đầy, mà nó rớt thẳng xuống đất chứ k bay vô 😂😂",0,
11222,[NAME] :)))) nảy có lên lớp k,1,
11223,"[NAME] cóa , bị thầy thấy, lên lớp đc 11 người :)))",1,
11224,Ngọc Hương :)))))))) có điểm danh lại k?? [NAME],1,
11225,"[NAME] có, thầy kêu ghi lại danh sách :)))",1,
11226,[NAME] uầy.. :)) đắng...,1,
11227,"[NAME] chắc k sao đâu :))) thầy ghi lại danh sách rồi thầy đi tám, ngồi trong lớp chơi hết giờ về à :)))",1,
11228,nếu nó là quần xịp chắc giữ làm kỉ niệm cmnr 🤨 dễ j trả,1,
11229,Trang [NAME] quần trag kìa,1,
11231,Trang [NAME] quần kẹp sao để rơi ra v,1,
11232,[NAME] quần bạn kìa :)),1,
11233,[NAME] oy. [NAME] phải của mình nhé. [NAME],1,
11234,Ủa ai lm j m mk tự nhận k pải của m v ...😂😂😂,1,
11235,Tiếc  quá  không  phải  quần  tui  ),1,
11236,[NAME] thịnh xuống lấy quần kìa :)),1,
11237,Dạo này ktx sale quần thích nhờ :)),1,
11241,Em cũng vừa bị mất cái quần tây Tờ Dương kkk,1,
11242,[NAME] anh hai hay làm rớt quần thế ? :))))),1,
11243,Đình Văn lấy quần về kìa,1,
11244,[NAME] liên hệ mà nhận lại tề a! haha,1,
11245,Mình vẫn muốn hỏi ad là tại s ad vẫn ở trong confess này lâu và nhây v 😒,1,
11246,[NAME] bớt nha kkk,1,
11247,[NAME] - [NAME] ad hãy đi ra ngay đi,1,
11248,"[NAME] đã quá già cho [NAME], ad nên truyền lại ngôi cho ai đó trẻ đẹp hơn ad đi😏😏",1,
11250,"[NAME] - [NAME] e qá tuổi vị thành niên nên hết trẻ r. [NAME] cho e nào ngon zai lm đi ad, hưa theo dõi thường xuyên lun",1,
11251,Pé Ốc ad cũng ngon zai mà. :)),1,
11252,[NAME] - [NAME] ad qá lưới r hết ngon chỉ còn zai thôi😂😂,1,
11253,"Đúng thì cho t 1 like :))
#ost",1,
11254,Giống như tặng son cho nó xong ngày sau thấy trên thanh lí giá rẻ cây son mình tặng 🤣,1,
11255,[NAME] có đc gọi là ngulon ko 🙂,1,
11256,[NAME] ko biết nên khóc hay nen cười,1,
11257,[NAME] sao lúc đó nó k tag mình vào để mình chấm cho bài nhỏ đó đỡ trôi nhờ,1,
11258,Thấm 🙃 đang đúng tâm trạng,1,
11259,Giống như sữa Fami vậy 😃,1,
11260,Là người mua trà sữa cho chúng ta 🙂,1,
11261,Thì cảm ơn tụi nó thôi,2,
11262,[NAME] ai đó làm mày với tao sáng mắt vậy :)))),1,
11263,người đàn ông quyền lực :)))),1,
11266,[NAME] hi....gần e,1,
11267,[NAME] vitamin A đó nha kkkk,1,
11268,Đời cơ bản là......🤔🤔🤔,1,
11269,Đó là những ng cho ta ăn 🙂🙂,1,
11270,"Đúng, chân lí là đây chứ đâu 😏",1,
11271,[NAME] giống vậy.,1,
11274,"Có một buổi tối,  thấy cha tao đang sửa bóng đèn dưới bếp. Thấy tối quá,  t nhanh ý bật đèn lên cho sáng....sau đó t ko dám kể nữa.
#ost",1,
11275,"Tao đi ngủ mắc tè lười đi
Thế nào lại vớ đc chai number one tè vào đấy luôn
Con chị nó đi đâu về cầm chai tu vào ngon lành
Đang nằm nghe nó la vang cả nhà
Nó uống chai đó k quan trọng
Quan trọng là nó sợ đến mức quẳng cái chai và nước văng ra đầy phòng tao",1,
11277,"Thành Đạt Bên bạn mình mới mở Đại lý nước mắm không khắm & Muối siêu sạch trắng tinh khôi nha m.n, cảm thấy cs quá nhạt nhẽo hãy LH bạn trên , nhận ship toàn quốc lẫn bên kia [NAME] vẫn ship nha, free ạ !!!",1,
11278,"[NAME] quỳ t ế mày cũng ko cần làm đến thế, khổ",1,
11279,"Thành Đạt đâu , ai bảo m ế
t tag chơi thôi",1,
11281,"Hồi nhỏ chơi pháo bằng van xe đạp, chế tạo thì chỉ cần van xe đạp, chì chêm vào để kín hơi, vài sợi dây tua buộc vào đầu bơm để khi tung lên trời thì đầu còn lại cắm xuống đất, 1 cây đinh mài phẳng đầu và gắm vào đầu tiếp đất, 1 hộp diêm. Cái tính t không muốn thua ai cái gì nên lúc có thằng làm pháo to hơn tao thì tao ganh, bèn hỏi nó cách làm to nó chỉ là chì phải đun nóng thì ép vô van mới kín hết mà khó bị xì hơi. Thế là về mang con pháo ra nung trên bếp gas để chì củ chảy ra, thế del nào mới đun được tầm 2p nó nổ 1 phát tung trời đất, mà tới giờ t vẫn chưa hiểu vì sao nó phát nổ luôn. Lúc ấy nhà tao đang hát karaoke mà phải tắt luôn và hỏi t chuyện gì vừa diễn ra. Đinh công mạnh nó gd không chửi nhưng hậu quả là tai t bị ù từ đó đến nay không hết, 21t rồi tai vẫn ù haha.",1,
11282,Hồi nhỏ đi lang thang xuống nhà bà. Nhà bà đang hái chè có chai nước trà canh để mấy người hái chè uống thì tao đổ bớt đi rồi đái vào cho đầy. Cái kết không dám kể,1,
11283,tk nào copy nhớ ghi nguồn chứ,1,
11285,Ngu người là đi cmt dạo bị bạn biết 😅😅,0,
11286,😂 muối iot đâu nhỉ....,1,
11287,[NAME] nách em cái sao em k cười nỗi 🤣,1,
11289,"Tường [NAME] hết tình yêu giờ quay về tuổi thơ luôn,😂😂😂",1,
11290,cười sml Trúc [NAME],0,
11291,Truong [NAME] m có vụ gì kể thêm vô cho vui,1,
11292,tuổi thơ êm đềm m oiiii,1,
11293,[NAME] vậy luôn mà nhớ lại tuổi thơ của t cũng dữ dội ko kém kkk,1,
11294,kể cho vui cofession m,1,
11297,:))) tao thì ít lắm 🤧😂,1,
11298,Trung Hiếu Nguyễn Mạnh Sơn Đỗ Quang Thịnh Hữu Lộc,1,
11299,Đm cái confession đăng mấy cái nhảm [NAME]** . [NAME] kêu gọi mở lớp thì đéo đăng,1,
11302,"Mới năm 4 thôi mà đã lo xa bạn bè, xa thầy cô.  Còn hơn 2 năm nữa cơ mà 😂😂
#Ost",1,
11303,[NAME] - [NAME]  ad phủ vãi,1,
11304,"Tiền có thể kiếm được, nhưng kỉ niệm thì chỉ nằm trong miền kí ức :))",1,
11305,Nhờ up cái bài tìm lớp học mấy ngày liền vẫn chưa thấy up,1,
11306,Học dùm mình k bạn ơi mình đóng tiền đầy đủ bạn học qua môn hộ mình cái,1,
11307,:))) hên quá . Mình ngu Toán,1,
11308,nếu em có nhu cầu học tiếng anh. ib a nhé,1,
11309,Đi kiếm việc lm tưởng dễ ăn lắm...ở đó mà nhớ,1,
11310,[NAME] đag ế nên tự tag,1,
11311,Để ad rép cho được top kk,1,
11313,Trúc [NAME] t tự rao bán luôn :<,1,
11314,[NAME] lên top,1,
11315,lên top có hết ế k ad,1,
11318,"Ngân Anh con bạn e ế đến độ thay ảnh đại diện kèm tus văng thính liên tục, ai hốt hộ ạ 😌",1,
11319,"[NAME] đang ế , cần thanh lí giá mềm xèo . ai ở đây cần kiếm gấu chơi Halloween ,noel thì liên hệ vs bạn [NAME] để được tư vấn miễn phí  . xin cảm ơn .",2,
11320,[NAME] có cần bôi bác bọn t z ko m,1,
11321,[NAME] nào có .đang giúp đỡ bạn vượt qua khó khăn,1,
11322,[NAME] rao bán k.hằng mk ko hỏi ý kiến của t ak,1,
11323,[NAME] z giờ bạn có đồng ý ko nèk,1,
11324,"[NAME] hàng tặng không bán, free ship tận nơi😂😂😂",1,
11325,[NAME] 😒quá đáng lắm lun,1,
11326,[NAME] quá đáng nha 🙂,1,
11327,[NAME] mình đây có tâm giúp 2 bạn thoát ế😂😂😂,1,
11329,"Tài Nguyễn mình sale con bóng này 100% hàng họ còn tươi, ngoan ngoãn nghe lời, trai gái đều được ""mại zô mại zô"" 🤣😆",1,
11330,Người ta có bồ rồi anh ơiiiii,1,
11331,Gái thôi trai k biết chơi đấu kiếm nha kkk,1,
11332,Ngư Ngư a làm gì đã có bồ e 😂😂😂,1,
11333,"Ngư Ngư ngta làm gì đã có, ngta đang sợ ế kia kìa e :)))",1,
11334,[NAME] [NAME]  nói đúng nè ahihi 😂😂,1,
11335,[NAME] [NAME] cho kí danh sach nha😂😂,1,
11336,[NAME] thôi đi điêu quá :)),1,
11337,[NAME] kí thui mà lm gi điêu,1,
11338,Pé [NAME] có rồi kí làm gì nữa,1,
11339,[NAME] kí hờ kkkk,1,
11340,Như [NAME]  🤣 em này k biết ghi gì nữa tag ai hốt thì hốt nha,1,
11341,[NAME] đang là xu thế đó A 😂😂😂,1,
11342,"Thanh niên mới đi bộ đội về, tính tình dễ chịu thẳng thắng, vẻ ngoài ưa nhìn có nụ cười toả nắng. Mỗi tội hơi lề mề sẽ sửa được trong tương lai Bình Black",1,
11343,[NAME] ai hốt nó hộ em với ạ. Hàng sale giá rẻ mà chất lượng lại tốt ạ 😒😒,1,
11344,[NAME]hấy n than quá kkk. T với con [NAME] thì đã yên ổn gia thất r kk,1,
11345,Con Như nó bị bê đê nó k biết yêu đâu kkk,0,
11346,[NAME] m nói thẳng v nó mất giá s m. Đã sale r giờ k lẽ thành hàng tặng kèm hả ta,1,
11347,"[NAME] còn mỗi đứa em gái Thu Hà đang còn bơ vơ 1m, ai mua em giảm giá 99% có km tặng kèm, mại dô mại dô giá hấp dẫn",1,
11349,[NAME] ông có rồi chấm cái gì,1,
11350,[NAME] có j trời,1,
11351,"Thien [NAME] có ny có crush rồi, đừng có kiếm mối ở đây nữa :v",0,
11353,Thu Hà sao lại chán anh,1,
11355,"Thu Hà anh đang kiếm mối cho em đấy chứ,",1,
11356,[NAME] .oan [NAME] ông ơiii ....,1,
11357,TK Văn Thanh gia đình e mong muốn có người bắt nó ạ. [NAME] ship luôn,1,
11358,Em có thằng bạn. [NAME] mọc lông rồi đây. Lông lá đầy người cho chị e về test wax nè. [NAME],1,
11359,Minh Khánh ơ địt cụ nhà m,1,
11360,[NAME] hi vọng tụi m sẽ kím đc ty đích thực,1,
11361,[NAME] quá đáng lắm luôn nha  😂,1,
11362,[NAME] à kì lắm luoin bha,1,
11363,Xung quanh tao dạo này toàn những gì luên quan đến tìm kím ny,1,
11364,Hồng Hạnh Linh Thuỳ vô rao bán t đi để t hốt đc 1 anh :v,1,
11365,[NAME] =)) có chos rước m về hj,1,
11366,Nói v đ ai hốt buồn :)))),1,
11370,Cho cũng đ ai lấy chứ nói gì bán,1,
11371,Ủa gì zạy tag vô để rao bán t mà gì zạy,1,
11374,Tặng free mấy con bóng ngoại bang nè Thống Tổng Nguyễn Hữu,1,
11375,[NAME]  em ơi dù có 1 tia hi vọng nào em cũng nên nắm lấy để thoát cảnh cờ rút từ chối nhé ( Trần Thiên ),1,
11376,Anh linh có ế đâu a . A lỉnh chỉ đang đợi được yêu thôi,1,
11377,[NAME] mAi  bao nét nha a :)),1,
11378,[NAME] free ship tặng card 100k 🙂 ai làm phước hốt đi ạ,1,
11380,[NAME] ai hốt t tặng thiệt chứ đùa :)),1,
11381,[NAME] ê tính ra cái giá trị of t chưa = cái card luôn m,1,
11382,[NAME] jo mới bik hả :)),1,
11383,[NAME] gì có 100k ít quá vậy. Nâng giá chút đi,1,
11384,"[NAME] góp vốn chung cho a trai mưa của khương có ngiu ko kìa, chứ 100k chưa thấy ai ib hh",1,
11385,[NAME]  em thấy là 100k quá ít ngta chê phải rôi. Anh thêm giá đi,1,
11386,[NAME] ý là jo nâng e có hốt f ko hh,1,
11387,em đang giúp anh quảng cáo mà,1,
11388,[NAME] 2 đứa mi. Tăng giá trị của tui lên chứ k phải tăng giá trị của quà lên đâuuuu,1,
11389,[NAME] để tag dùm cho nha 🤣🤣 tặng lun k cần bán,1,
11390,"Em cũng ế mà Anh😂, cả đám ế kìa Anh ơi😂😂😂",1,
11391,[NAME] rồi ok ok hết nhe 🤣🤣,1,
11392,Minh Anh sao a lỡ làm thế với e... ế cũng có giá của ế chứ 🤣🤣🍓,1,
11393,[NAME] chống ế liền đi cậu,1,
11395,[NAME] v e chống ế luôn đi,1,
11396,"Không muốn đâu,  em muốn có người yêu à haha",1,
11399,[NAME] tiếp tục tìm đi em nhé😆😆😆,1,
11404,[NAME] [NAME] rao bán m với giá o đồng😆,1,
11405,[NAME] mớ gì giao bán bố mày bộ tao cần à?? xí 😑😑,1,
11406,[NAME] tự bán mình dc ko ạ ~~,1,
11407,[NAME] Linh Trần Thị Thanh Hương :)) chos nó mua,1,
11409,Đm giờ mới để ý chữ ‘ạ’ tởm vl 🙂,1,
11410,"nghiệp sẽ tới , lũ khẩu nghiệp",1,
11414,"[NAME] cả lớp vào luôn đi
Trừ nam",1,
11415,"Anh [NAME] cho free, free ship trên mọi mặt trận ^^",1,
11417,[NAME] lo cho m trc đi kìa. [NAME] thấy m cần hơn t. [NAME] đi để khỏi ám tụi t nữa 😂😂😂,1,
11418,"Thôi t lo cho m nhiều hơn😆 , t cứ từ từ hông vội 🤗",1,
11419,[NAME] mốt nhớ ghi giùm cái giá chứ cho free là uổng lắm đó. Mười mấy năm chứ ít ỏi gì.kkk,1,
11420,[NAME] có ai hốt m dùm là tụi t mừng hú hồn r ở đó giá cả 😆😆😆,1,
11421,Ít ra cũng phải có cái giá bán kiếm lời bù lỗ chứ m. Đằng này m nghĩ s mà cho t free v. [NAME] mà cho free là lỗ tới xương luôn á.,1,
11422,[NAME] cho free luôn 😂😫,1,
